name,address,virtual_file,lines,suspect_count,suspect_types,complexity_score
crt_stdio.c__flush_FUN_10005d10,10005d10,crt/stdio.c,25,0,,25
crt_stdio.c__flsall_FUN_10005d90,10005d90,crt/stdio.c,44,7,pointer_cast|pointer_truncation|undefined_data,129
crt_stdio.c__stbuf_FUN_10005e60,10005e60,crt/stdio.c,40,5,pointer_truncation|undefined_data|warning_overlapping_globals,105
crt_stdio.c__ftbuf_FUN_10005f00,10005f00,crt/stdio.c,11,0,,11
crt_stdio.c__output_FUN_10005f40,10005f40,crt/stdio.c,431,81,bitcast_double_pair|concat_reconstruction|pointer_cast|pointer_truncation|stack_ref|sub84_truncation|undefined_data|unknown_field|unresolved_funcptr|unresolved_register|unrolled_strlen,1296
crt_stdio.c_write_char_FUN_10006920,10006920,crt/stdio.c,21,0,,21
crt_stdio.c_write_multi_char_FUN_10006970,10006970,crt/stdio.c,11,0,,11
crt_stdio.c_write_string_FUN_100069b0,100069b0,crt/stdio.c,12,0,,12
crt_stdio.c_get_int_arg_FUN_100069f0,100069f0,crt/stdio.c,7,0,,7
crt_stdio.c_get_int64_arg_FUN_10006a00,10006a00,crt/stdio.c,7,0,,7
crt_stdio.c_get_short_arg_FUN_10006a20,10006a20,crt/stdio.c,7,0,,7
crt_stdio.c__openfile_FUN_10006a30,10006a30,crt/stdio.c,131,3,undefined_data|warning_overlapping_globals,171
crt_stdio.c__getstream_FUN_10006c40,10006c40,crt/stdio.c,47,12,pointer_cast|pointer_truncation|undefined_data,182
crt_fpu.c__setdefaultprecision_FUN_10006d30,10006d30,crt/fpu.c,5,0,,5
crt_math.c__ms_p5_test_fdiv_FUN_10006d50,10006d50,crt/math.c,4,0,,4
crt_fpu.c__ms_p5_mp_test_fdiv_FUN_10006da0,10006da0,crt/fpu.c,81,12,stack_ref|unaffected_reg|unresolved_funcptr|warning_max_restarts,221
crt_stdio.c__forcdecpt_FUN_10006ef0,10006ef0,crt/stdio.c,30,2,undefined_data,55
crt_stdio.c__cropzeros_FUN_10006f60,10006f60,crt/stdio.c,35,2,undefined_data,60
crt_stdio.c__positive_FUN_10006fc0,10006fc0,crt/stdio.c,4,0,,4
crt_stdio.c__fassign_FUN_10006fe0,10006fe0,crt/stdio.c,14,3,pointer_cast|unknown_field,54
crt_stdio.c__cftoe_FUN_10007030,10007030,crt/stdio.c,12,4,pointer_truncation|unaffected_reg,62
crt_stdio.c__cftoe2_FUN_100070b0,100070b0,crt/stdio.c,42,2,builtin_function|undefined_data,72
crt_stdio.c__cftof_FUN_100071a0,100071a0,crt/stdio.c,11,4,pointer_truncation|unaffected_reg,61
crt_stdio.c__cftof2_FUN_10007210,10007210,crt/stdio.c,58,4,builtin_function|undefined_data|unrolled_memcpy|unrolled_memset,118
crt_stdio.c__cftog_FUN_100072d0,100072d0,crt/stdio.c,28,4,pointer_truncation|unaffected_reg,78
crt_stdio.c__cfltcvt_FUN_10007380,10007380,crt/stdio.c,14,0,,14
crt_stdio.c__shift_FUN_100073f0,100073f0,crt/stdio.c,18,1,unrolled_strlen,33
crt_stdio.c__flsbuf_FUN_10007420,10007420,crt/stdio.c,67,6,pointer_cast|pointer_truncation|undefined_data,142
crt_startup.c__cinit_FUN_10007570,10007570,crt/startup.c,10,7,extra_output|undefined_data|unresolved_funcptr,95
crt_startup.c__exit_crt_FUN_100075c0,100075c0,crt/startup.c,5,0,,5
crt_startup.c__cexit_FUN_100075e0,100075e0,crt/startup.c,5,0,,5
crt_startup.c_doexit_FUN_10007600,10007600,crt/startup.c,34,16,undefined_data|unresolved_funcptr|warning_noreturn,209
crt_startup.c__lockexit_FUN_100076c0,100076c0,crt/startup.c,5,0,,5
crt_startup.c__unlockexit_FUN_100076d0,100076d0,crt/startup.c,5,0,,5
crt_startup.c__initterm_FUN_100076e0,100076e0,crt/startup.c,9,3,unresolved_funcptr,44
crt_thread.c__mtinit_FUN_10007700,10007700,crt/thread.c,24,5,unaffected_reg|undefined_data,84
crt_thread.c__mtterm_FUN_10007760,10007760,crt/thread.c,9,3,undefined_data,44
crt_thread.c__initptd_FUN_10007790,10007790,crt/thread.c,6,2,param_count_too_many|undefined_data,36
crt_thread.c__getptd_FUN_100077b0,100077b0,crt/thread.c,27,4,unaffected_reg|undefined_data,77
crt_thread.c__freeptd_FUN_10007820,10007820,crt/thread.c,29,3,undefined_data,64
crt_heap.c__heap_init_FUN_100078f0,100078f0,crt/heap.c,5,2,undefined_data,30
crt_heap.c__heap_term_FUN_10007910,10007910,crt/heap.c,5,1,undefined_data,20
crt_io.c__ioinit_FUN_10007920,10007920,crt/io.c,111,21,pointer_cast|pointer_truncation|undefined_data,336
crt_startup.c__ioterm_FUN_10007b00,10007b00,crt/startup.c,22,2,undefined_data,47
crt_env.c__setenvp_FUN_10007b60,10007b60,crt/env.c,89,14,extra_output|undefined_data|unrolled_memcpy|unrolled_strlen,249
crt_startup.c__setargv_FUN_10007c40,10007c40,crt/startup.c,23,7,alloc_magic_size|undefined_data|warning_overlapping_globals,108
crt_stdlib.c_parse_cmdline_FUN_10007ce0,10007ce0,crt/stdlib.c,151,12,pointer_cast|pointer_truncation|undefined_data,286
crt_locale.c__setmbcp_FUN_10007eb0,10007eb0,crt/locale.c,116,35,pointer_cast|pointer_truncation|undefined_data|unrolled_memcpy|unrolled_memset,491
crt_locale.c_getSystemCP_FUN_100080e0,100080e0,crt/locale.c,26,15,param_count_too_few|stack_param|undefined_data|warning_indirect_jump|warning_jumptable,201
crt_locale.c__CPtoLCID_FUN_10008130,10008130,crt/locale.c,15,0,,15
crt_locale.c_setSBCS_FUN_10008190,10008190,crt/locale.c,17,7,undefined_data|unrolled_memset,97
crt_locale.c__initmbctable_FUN_100081d0,100081d0,crt/locale.c,5,0,,5
crt_env.c___crtGetEnvironmentStringsW_FUN_100081e0,100081e0,crt/env.c,129,25,pointer_truncation|register_param|undefined_data|unrolled_memcpy,399
crt_env.c___crtGetEnvironmentStringsA_FUN_100083e0,100083e0,crt/env.c,99,12,pointer_cast|pointer_truncation|undefined_data|unrolled_memcpy,239
crt_stdlib.c__set_error_mode_FUN_10008580,10008580,crt/stdlib.c,15,3,undefined_data,50
crt_startup.c___set_app_type_FUN_100085b0,100085b0,crt/startup.c,5,1,undefined_data,20
crt_startup.c_DllMain_FUN_100085c0,100085c0,crt/startup.c,4,0,,4
crt_startup.c__FF_MSGBANNER_FUN_100085d0,100085d0,crt/startup.c,11,6,undefined_data|unresolved_funcptr,81
crt_startup.c__NMSG_WRITE_FUN_10008610,10008610,crt/startup.c,191,30,pointer_truncation|raw_address_pointer_store|undefined_data|unrolled_memcpy|unrolled_strlen,516
crt_startup.c__GET_RTERRMSG_FUN_10008800,10008800,crt/startup.c,16,4,raw_address_pointer_store|undefined_data,66
crt_heap.c_malloc_FUN_10008830,10008830,crt/heap.c,6,1,undefined_data,21
